<<<<<<< HEAD
large-236.in, room size 1, no solution
large-82.in, room size 36, solution found
large-82.in, room size 37, solution found
large-82.in, room size 38, solution found
large-82.in, room size 39, solution found
large-82.in, room size 40, solution found
large-82.in, room size 41, solution found
large-82.in, room size 42, solution found
large-82.in, room size 43, solution found
large-82.in, room size 44, solution found
large-82.in, room size 45, solution found
large-82.in, room size 46, solution found
large-82.in, room size 47, solution found
large-82.in, room size 48, solution found
large-82.in, room size 49, solution found
large-82.in, room size 50, solution found
large-82.in 2498.0
 
-5124.875671863556
large-74.in, room size 1, no solution
large-74.in, room size 2, no solution
large-74.in, room size 3, no solution
large-74.in, room size 4, no solution
large-74.in, room size 5, no solution
large-74.in, room size 6, no solution
large-74.in, room size 7, no solution
large-74.in, room size 8, no solution
large-74.in, room size 9, no solution
large-74.in, room size 10, no solution
large-74.in, room size 11, solution found
large-74.in, room size 12, no solution
large-74.in, room size 13, no solution
large-74.in, room size 14, no solution
large-74.in, room size 15, no solution
large-74.in, room size 16, no solution
large-74.in, room size 17, no solution
large-74.in, room size 18, no solution
large-74.in, room size 19, no solution
large-74.in, room size 20, no solution
large-74.in, room size 21, no solution
large-74.in, room size 22, solution found
large-74.in, room size 23, solution found
large-74.in, room size 24, solution found
large-74.in, room size 25, solution found
large-74.in, room size 26, solution found
large-74.in, room size 27, solution found
large-74.in, room size 28, solution found
large-74.in, room size 29, solution found
large-74.in, room size 30, solution found
large-74.in, room size 31, solution found
large-74.in, room size 32, solution found
large-74.in, room size 33, solution found
large-74.in, room size 34, solution found
large-74.in, room size 35, solution found
large-74.in, room size 36, solution found
large-74.in, room size 37, solution found
large-74.in, room size 38, solution found
large-74.in, room size 39, solution found
large-74.in, room size 40, solution found
large-74.in, room size 41, solution found
large-74.in, room size 42, solution found
large-74.in, room size 43, solution found
large-74.in, room size 44, solution found
large-74.in, room size 45, solution found
large-74.in, room size 46, solution found
large-74.in, room size 47, solution found
large-74.in, room size 48, solution found
large-74.in, room size 49, solution found
large-74.in, room size 50, solution found
large-74.in 99.756
 
-2666.8252992630005
large-78.in, room size 1, no solution
large-78.in, room size 2, no solution
large-78.in, room size 3, no solution
large-78.in, room size 4, no solution
large-78.in, room size 5, no solution
large-78.in, room size 6, no solution
large-78.in, room size 7, solution found
large-78.in, room size 8, no solution
large-78.in, room size 9, solution found
large-78.in, room size 10, solution found
large-78.in, room size 11, solution found
large-78.in, room size 12, solution found
large-78.in, room size 13, solution found
large-78.in, room size 14, solution found
large-78.in, room size 15, solution found
large-78.in, room size 16, solution found
large-78.in, room size 17, solution found
large-78.in, room size 18, solution found
large-78.in, room size 19, solution found
large-78.in, room size 20, solution found
large-78.in, room size 21, solution found
large-78.in, room size 22, solution found
large-78.in, room size 23, solution found
large-78.in, room size 24, solution found
large-78.in, room size 25, solution found
large-78.in, room size 26, solution found
large-78.in, room size 27, solution found
large-78.in, room size 28, solution found
large-78.in, room size 29, solution found
large-78.in, room size 30, solution found
large-78.in, room size 31, solution found
large-78.in, room size 32, solution found
large-78.in, room size 33, solution found
large-78.in, room size 34, solution found
large-78.in, room size 35, solution found
large-78.in, room size 36, solution found
large-78.in, room size 37, solution found
large-78.in, room size 38, solution found
large-78.in, room size 39, solution found
large-78.in, room size 40, solution found
large-78.in, room size 41, solution found
large-78.in, room size 42, solution found
large-78.in, room size 43, solution found
large-78.in, room size 44, solution found
large-78.in, room size 45, solution found
large-78.in, room size 46, solution found
large-78.in, room size 47, solution found
large-78.in, room size 48, solution found
large-78.in, room size 49, solution found
large-78.in, room size 50, solution found
large-78.in 5806.0
 
-6134.387170314789
large-69.in, room size 1, no solution
large-69.in, room size 2, no solution
large-69.in, room size 3, solution found
large-69.in, room size 4, no solution
large-69.in, room size 5, solution found
large-69.in, room size 6, solution found
large-69.in, room size 7, solution found
large-69.in, room size 8, solution found
large-69.in, room size 9, solution found
large-69.in, room size 10, solution found
large-69.in, room size 11, solution found
large-69.in, room size 12, solution found
large-69.in, room size 13, solution found
large-69.in, room size 14, solution found
large-69.in, room size 15, solution found
large-69.in, room size 16, solution found
large-69.in, room size 17, solution found
large-69.in, room size 18, solution found
large-69.in, room size 19, solution found
large-69.in, room size 20, solution found
large-69.in, room size 21, solution found
large-69.in, room size 22, solution found
large-69.in, room size 23, solution found
large-69.in, room size 24, solution found
large-69.in, room size 25, solution found
large-69.in, room size 26, solution found
large-69.in, room size 27, solution found
large-69.in, room size 28, solution found
large-69.in, room size 29, solution found
large-69.in, room size 30, solution found
large-69.in, room size 31, solution found
large-69.in, room size 32, solution found
large-69.in, room size 33, solution found
large-69.in, room size 34, solution found
large-69.in, room size 35, solution found
large-69.in, room size 36, solution found
large-69.in, room size 37, solution found
large-69.in, room size 38, solution found
large-69.in, room size 39, solution found
large-69.in, room size 40, solution found
large-69.in, room size 41, solution found
large-69.in, room size 42, solution found
large-69.in, room size 43, solution found
large-69.in, room size 44, solution found
large-69.in, room size 45, solution found
large-69.in, room size 46, solution found
large-69.in, room size 47, solution found
large-69.in, room size 48, solution found
large-69.in, room size 49, solution found
large-69.in, room size 50, solution found
large-69.in 4250.0
 
-6120.887892961502
large-72.in, room size 1, no solution
large-72.in, room size 2, no solution
large-72.in, room size 3, no solution
large-72.in, room size 4, no solution
large-72.in, room size 5, solution found
large-72.in, room size 6, solution found
large-72.in, room size 7, solution found
large-72.in, room size 8, solution found
large-72.in, room size 9, solution found
large-72.in, room size 10, solution found
large-72.in, room size 11, solution found
large-72.in, room size 12, solution found
large-72.in, room size 13, solution found
large-72.in, room size 14, solution found
large-72.in, room size 15, solution found
large-72.in, room size 16, solution found
large-72.in, room size 17, solution found
large-72.in, room size 18, solution found
large-72.in, room size 19, solution found
large-72.in, room size 20, solution found
large-72.in, room size 21, solution found
large-72.in, room size 22, solution found
large-72.in, room size 23, solution found
large-72.in, room size 24, solution found
large-72.in, room size 25, solution found
large-72.in, room size 26, solution found
large-72.in, room size 27, solution found
large-72.in, room size 28, solution found
large-72.in, room size 29, solution found
large-72.in, room size 30, solution found
large-72.in, room size 31, solution found
large-72.in, room size 32, solution found
large-72.in, room size 33, solution found
large-72.in, room size 34, solution found
large-72.in, room size 35, solution found
large-72.in, room size 36, solution found
large-72.in, room size 37, solution found
large-72.in, room size 38, solution found
large-72.in, room size 39, solution found
large-72.in, room size 40, solution found
large-72.in, room size 41, solution found
large-72.in, room size 42, solution found
large-72.in, room size 43, solution found
large-72.in, room size 44, solution found
large-72.in, room size 45, solution found
large-72.in, room size 46, solution found
large-72.in, room size 47, solution found
large-72.in, room size 48, solution found
large-72.in, room size 49, solution found
large-72.in, room size 50, solution found
large-72.in 470.0
 
-6312.54409122467
large-70.in, room size 1, no solution
large-70.in, room size 2, no solution
large-70.in, room size 3, no solution
large-70.in, room size 4, no solution
large-70.in, room size 5, no solution
large-70.in, room size 6, no solution
large-70.in, room size 7, no solution
large-70.in, room size 8, no solution
large-70.in, room size 9, no solution
large-70.in, room size 10, no solution
large-70.in, room size 11, solution found
large-70.in, room size 12, solution found
large-70.in, room size 13, solution found
large-70.in, room size 14, solution found
large-70.in, room size 15, solution found
large-70.in, room size 16, solution found
large-70.in, room size 17, solution found
large-70.in, room size 18, solution found
large-70.in, room size 19, solution found
large-70.in, room size 20, solution found
large-70.in, room size 21, solution found
large-70.in, room size 22, solution found
large-70.in, room size 23, solution found
large-70.in, room size 24, solution found
large-70.in, room size 25, solution found
large-70.in, room size 26, solution found
large-70.in, room size 27, solution found
large-70.in, room size 28, solution found
large-70.in, room size 29, solution found
large-70.in, room size 30, solution found
large-70.in, room size 31, solution found
large-70.in, room size 32, solution found
large-70.in, room size 33, solution found
large-70.in, room size 34, solution found
large-70.in, room size 35, solution found
large-70.in, room size 36, solution found
large-70.in, room size 37, solution found
large-70.in, room size 38, solution found
large-70.in, room size 39, solution found
large-70.in, room size 40, solution found
large-70.in, room size 41, solution found
large-70.in, room size 42, solution found
large-70.in, room size 43, solution found
large-70.in, room size 44, solution found
large-70.in, room size 45, solution found
large-70.in, room size 46, solution found
large-70.in, room size 47, solution found
large-70.in, room size 48, solution found
large-70.in, room size 49, solution found
large-70.in, room size 50, solution found
large-70.in 717.0
 
-6252.378854036331
>>>>>>> 84da75b9a2b71474dd203d4a60f6cc7e9be9e4cd
